ID,Name,Link,EIN,Overall Rating,Program Expenses,Administrative Expenses,Fundraising Expenses,Fundraising Efficiency,Working Capital Ratio (years),Program Expenses Growth,Liabilities to Assets,Independent Voting Board Members,No Material diversion of assets,Audited financials prepared by independent accountant,Does Not Provide Loan(s) to or Receive Loan(s) From related parties,Documents Board Meeting Minutes,Provided copy of Form 990 to organization's governing body in advance of filing,Conflict of Interest Policy,Whistleblower Policy,Records Retention and Destruction Policy,CEO listed with salary,Process for determining CEO compensation,Board Listed / Board Members Not Compensated,Donor Privacy Policy,Board Members Listed,Audited Financials,Form 990,Key staff listed
5628,Neverthirst - AL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17385,45-0594639,92.24,0.8500,0.0600,0.0890,0.14,0.2,0.1660,< 0.1%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5629,New 42nd Street - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4216,13-3584032,91.3,0.8680,0.0620,0.0690,0.22,2.18,0.0290,0.1130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5630,New America - DC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10341,52-2096845,95.23,0.8350,0.1360,0.0280,0.02,0.83,0.2150,0.2610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5631,New Britain Museum of American Art - CT,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9342,06-1422234,89.73,0.7870,0.1140,0.0970,0.10,10.11,0.0230,0.0340,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5632,New Buildings Institute - OR,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13993,68-0401509,89.68,0.7770,0.1770,0.0440,0.06,0.75,0.0580,0.2550,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5633,New Century Chamber Orchestra - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15895,68-0263473,87.36,0.7950,0.1300,0.0730,0.08,0.63,-0.0620,0.1060,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5634,The New Children's Museum - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16000,95-3619583,93.5,0.7790,0.1170,0.1030,0.21,4.83,0.0890,0.0400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5635,New Conservatory Theatre Center - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15977,94-2778856,91.82,0.8450,0.0530,0.1010,0.15,0.81,0.0650,0.0890,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5636,The New Criterion - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16348,13-3108424,28.02,0.2890,0.6280,0.0810,0.10,3.56,0.1150,< 0.1%,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
5637,New Detroit - MI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6995,38-6159215,78.31,0.6360,0.2220,0.1400,0.16,0.7,-0.0540,0.0570,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5638,New Directions for Veterans - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15525,95-4242745,85.84,0.7900,0.1250,0.0840,0.14,0.21,0.1210,0.2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5639,New Door Ventures - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14198,94-2780274,90.23,0.8190,0.0700,0.1100,0.25,1.49,0.0710,0.1990,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5640,New Economy Coalition - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15545,03-0278626,83.34,0.6660,0.1980,0.1350,0.18,0.17,0.0940,0.0450,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5641,New England Anti-Vivisection Society - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10713,04-2104756,96.33,0.8440,0.0460,0.1080,0.19,7.55,0.1620,0.0080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5642,New England Center and Home for Veterans - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7599,04-3007211,82.2,0.7260,0.1580,0.1150,0.11,1.82,0.0190,0.2890,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5643,New England Forestry Foundation - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5962,04-2024022,85.44,0.7170,0.0980,0.1830,0.16,15.76,0.0130,0.0300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5644,New England Foundation for the Arts - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4877,04-2593591,95.04,0.8240,0.1380,0.0360,0.03,3.06,0.0850,0.0970,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5645,New England Historic Genealogical Society - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6588,04-2104757,87.92,0.7430,0.1430,0.1120,0.19,3.32,0.1050,0.0910,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5646,New England Kurn Hattin Homes - VT,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10002,03-0179306,89.27,0.8390,0.0800,0.0790,0.24,5.39,-0.0010,0.0090,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5647,New England Paralyzed Veterans of America - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13326,04-6112881,68.13,0.3980,0.0860,0.5140,0.56,0.75,-0.2400,0.0330,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5648,New England Wild Flower Society - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4870,04-2104768,89.3,0.7360,0.1840,0.0790,0.08,2.41,0.0490,0.0350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5649,New England Wildlife Center - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7545,04-2907561,87.04,0.8170,0.1030,0.0790,0.11,4.68,0.1340,0.0030,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5650,New Friends New Life - TX,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15931,75-2820473,91.44,0.8410,0.0820,0.0750,0.05,1.3,0.0320,0.0380,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5651,New Hampshire Association for the Blind - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8916,02-0223606,79.04,0.5790,0.2620,0.1570,0.26,2.82,0.0560,0.0360,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5652,New Hampshire Audubon - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5959,02-6005322,82.73,0.7490,0.0980,0.1510,0.41,3.6,0.0260,0.0540,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5653,New Hampshire Charitable Foundation - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4863,02-6005625,91.5,0.8810,0.0760,0.0420,0.04,12.14,0.0550,0.0830,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5654,New Hampshire Humane Society - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7521,02-6006374,87.75,0.7690,0.1090,0.1200,0.25,3.02,0.1200,0.2900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5655,New Hampshire Public Radio - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9196,02-0338667,86.97,0.6730,0.1110,0.2150,0.21,1.18,0.0430,0.1600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5656,New Hampshire SPCA - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5958,02-6000614,90.02,0.8150,0.0960,0.0880,0.12,2.67,0.0240,0.1530,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5657,"New Heights Youth, Inc. - NY",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14175,20-1903332,85.38,0.8650,0.0810,0.0520,0.05,0.15,0.0500,0.2070,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5658,New Hope Ministries - PA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14627,23-2223120,95.87,0.9170,0.0280,0.0540,0.04,0.87,0.1330,0.0570,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
5659,New Hope Uganda Ministries - SD,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7503,95-4570304,85.85,0.8850,0.0750,0.0390,0.03,0.25,-0.0700,0.2910,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5660,New Horizons - NH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15110,23-7312684,89.33,0.8390,0.0970,0.0620,0.06,1.4,-0.0140,0.0430,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5661,New Israel Fund - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4220,94-2607722,78.36,0.7470,0.1460,0.1060,0.11,0.34,-0.0450,0.3270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5662,New Jersey Audubon Society - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5046,22-1539642,94.64,0.8000,0.0800,0.1180,0.15,1.3,0.0860,0.0410,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5663,New Jersey Future - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12078,22-2879323,89.24,0.9080,0.0650,0.0260,0.03,1.07,0.2340,0.1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5664,New Jersey Performing Arts Center - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4221,22-2889703,95.24,0.8360,0.0990,0.0640,0.21,2.87,0.1160,0.0900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5665,New Jersey SEEDS - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8186,22-3181507,90.42,0.8010,0.0960,0.1010,0.09,1.46,0.0100,0.0420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5666,New Jersey Symphony Orchestra - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4222,22-1559422,83.55,0.8060,0.1010,0.0920,0.17,< 0.01,0.0240,0.2080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
5667,New Life Advance International - TX,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13026,36-3289672,77.63,0.8730,0.0560,0.0700,0.06,1.18,-0.0330,< 0.1%,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5668,New Life Ministries - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6364,75-2785010,80.7,0.7810,0.1210,0.0960,0.14,< 0.01,0.0510,2.0570,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5669,New Memphis Institute - TN,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14602,58-1607228,88.98,0.8590,0.0730,0.0660,0.06,1.71,0.0580,0.0120,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5670,New Mexico BioPark Society - NM,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17019,23-7087964,72.94,0.5610,0.1800,0.2580,0.33,1.6,-0.0850,0.2640,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5671,New Mexico Christian Children's Home - NM,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14279,85-6018576,90.57,0.8270,0.0960,0.0750,0.06,6.55,-0.0280,0.0260,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5672,New Mexico Wilderness Alliance - NM,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10114,85-0457916,93.26,0.7790,0.1560,0.0630,0.05,0.61,0.1080,0.1100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5673,New Mission Systems International - FL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10203,95-4338997,91.36,0.9130,0.0530,0.0320,0.03,0.47,0.0910,0.2290,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5674,New Missions - FL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13350,23-7365066,71.14,0.7810,0.1370,0.0810,0.07,4.47,0.0290,0.0060,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5675,New Moms - IL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15282,36-3265804,92.24,0.9460,0.0390,0.0130,< $0.01,1.6,0.1100,0.6690,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5676,New Museum of Contemporary Art - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15631,13-2986881,89.38,0.8170,0.0610,0.1210,0.08,5.48,0.1020,0.1170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5677,New Music USA - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13942,13-0432981,84,0.7820,0.0670,0.1490,0.23,1.3,0.0050,0.0450,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5678,New Orleans Area Habitat for Humanity - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9938,72-0973161,89.5,0.8860,0.0600,0.0520,0.13,2.66,-0.1000,0.1090,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5679,New Orleans Ballet Association - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13656,23-7122403,71.13,0.7660,0.1450,0.0870,0.10,1.48,-0.0970,0.1100,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
5680,New Orleans Jazz Orchestra - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15901,71-0919866,82.84,0.7080,0.1940,0.0960,0.14,0.53,0.7580,0.8530,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5681,New Orleans Museum of Art - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5649,72-6000331,85.17,0.5710,0.2870,0.1400,0.15,4.64,0.1620,0.0070,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5682,New Orleans Opera Association - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11635,72-0272897,87.91,0.8260,0.1580,0.0150,0.02,0.81,0.3780,0.1610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5683,New Orleans Police and Justice Foundation - LA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8702,72-1311151,94.07,0.8530,0.1040,0.0410,0.04,0.63,0.1980,0.1150,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5684,The New Path - OH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15114,31-1710997,93.22,0.9570,0.0270,0.0150,< $0.01,0.29,0.0880,0.1030,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5685,New Pathways for Youth - AZ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11657,86-0615007,89.71,0.7250,0.1030,0.1710,0.15,0.92,0.0700,0.0470,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5686,New Profit - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8099,04-3396766,88.22,0.8740,0.0850,0.0390,0.03,1.62,-0.0470,0.0170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5687,New Teacher Center - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17116,26-2427526,89.48,0.8510,0.0990,0.0480,0.07,0.43,0.0920,0.2660,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5688,New Visions for Public Schools - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4225,13-3538961,96.64,0.8740,0.0970,0.0270,0.02,1.92,0.0680,0.1600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5689,New West Symphony Association - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15941,77-0406042,66.86,0.7420,0.0900,0.1670,0.23,< 0.01,0.0030,1.2420,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5690,The New World Foundation - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7759,13-1919791,92.22,0.9410,0.0500,0.0080,< $0.01,4.93,0.0910,0.0990,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5691,New World Symphony - FL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5586,59-2809056,92.39,0.8030,0.1010,0.0950,0.16,7.79,0.0370,0.0930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5692,New York Academy of Medicine - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4226,13-1656674,84.6,0.6940,0.2630,0.0420,0.11,3.87,0.0110,0.0170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5693,New York Academy of Sciences - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6720,13-1773640,78.38,0.7250,0.1580,0.1150,0.12,0.79,0.1100,0.2540,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5694,New York Adult & Teen Challenge - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11090,11-3161238,89.58,0.8980,0.0660,0.0350,0.04,0.3,0.0830,0.5300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5695,The New York Botanical Garden - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4227,13-1693134,90.56,0.7990,0.1190,0.0810,0.15,3.72,0.0510,0.1580,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5696,New York Cares - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10013,13-3444193,87.13,0.8260,0.0680,0.1040,0.10,0.57,-0.0200,0.1260,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5697,The New York Center for Children - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11631,95-4502444,74.2,0.8240,0.0960,0.0780,0.10,< 0.01,-0.0600,1.6110,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
5698,New York City Ballet - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4228,13-2947386,93.82,0.8700,0.0760,0.0530,0.13,0.98,0.0780,0.1250,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
5699,New York City Center - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6005,13-2867442,88.31,0.7970,0.1140,0.0870,0.13,1.77,0.0510,0.1010,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5700,The New York City Gay & Lesbian Anti-Violence Project - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8810,13-3149200,87.74,0.7310,0.1770,0.0910,0.08,0.43,0.0880,0.2530,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
5701,New York City Police Foundation - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8514,13-2711338,94.31,0.8200,0.1100,0.0680,0.06,1.6,0.2680,0.0430,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
5702,New York City Relief/The Relief Bus - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14344,11-2974154,82.12,0.7330,0.1390,0.1260,0.13,0.23,0.0560,0.2700,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5703,New York City Rescue Mission - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5015,13-5596794,80.46,0.6160,0.1050,0.2770,0.30,1.81,0.0880,0.0600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
